journal,issue,year,author.s.lastnames,title,link,variable,variety,language,variation.type,social.significance,production,production.details,perception,perception.details,metalinguistic.behaviors,metalinguistic.behaviors.details,overt.prestige.or.stigma,overt.prestige.or.stigma.details,data.source,coder.notes
LVC,34(1),2022,Fisher,The status of ain’t in Philadelphia African American English,https://doi.org/10.1017/S0954394522000060,ain't with past/perfective meaning (replacing didn't),Philadelphia African American English,English,form,x,x,"Year of birth: younger speakers use ain’t for didn’t at higher frequencies; YOB is a significant predictor for frequency of ain't for didn't. Region of origin: Speakers from South use ain't for didn't less than speakers from Philadelphia. Speakers in the lower three groups for education (i.e., those that did not attend higher education) significantly favor use of ain’t in the past tense. Having any experience in higher education disfavors use of ain't in the past tense. Gender was not significant.",not analyzed,NA,x,"Ain't-negation is most likely a unified variant when it comes to social meaning, regardless of grammatical context. Status as a stigmatized variant aligns with results for speaker education level. ",x,"Ain't-negation is considered a highly salient, stigmatized form of negation",recorded casual conversations (Influence of Urban Minorities on Linguistic Change Project),NA
LVC,34(1),2022,Fisher,The status of ain’t in Philadelphia African American English,https://doi.org/10.1017/S0954394522000060,"ain't replacing negated auxiliaries (BE, HAVE, DO) in copular, present progressive, periphrastic future, present tense (got), and present perfect constructions",Philadelphia African American English,English,form,x,x,"Gender: men use ain't more than women do. Philadelphia speakers disfavor ain’t compared to southern speakers. Education: Ain’t favored by speakers without higher education. Year of birth not significant, showing stability over time. ",not analyzed,NA,x,"Ain't-negation is most likely a unified variant when it comes to social meaning, regardless of grammatical context. Status as a stigmatized variant aligns with results for speaker education level. ",x,"Ain't-negation is considered a highly salient, stigmatized form of negation",recorded casual conversations (Influence of Urban Minorities on Linguistic Change Project),NA
LVC,34(1),2022,Gudmestad & Carmichael,A variationist analysis of first-person-singular subject expression in Louisiana French,https://doi.org/10.1017/S0954394521000235,first-person-singular subject expression: presence vs. absence of tonic pronoun mon,Louisiana French,French,omission,x,x,Fluency: semi-speakers were more likely to use mon than fluent speakers. Age and gender not significant.,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,34(1),2022,Fonteyn & Petré,On the probability and direction of morphosyntactic lifespan change,https://doi.org/10.1017/S0954394522000011,ing-nominals: ing-OF vs. ing-null,17th century English/Early Modern English,English,omission,x,x,Age: odds of ing-null increasing by 20% as the age of the authors increases,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Early Modern Multiloquent Authors),NA
LVC,34(3),2022,Engel & Szmrecsanyi,Variable grammars are variable across registers: future temporal reference in English,https://doi.org/10.1017/S0954394522000163,future temporal reference variation: be going to vs. will,British English,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus searches and experiment,NA
LVC,35(1),2023,"Steiner, Jeszenszky, Stebler, & Leemann",Extraverted innovators and conscientious laggards? Investigating effects of personality traits on language change,https://doi.org/10.1017/S0954394523000091,-ene plurals,Swiss German,German,"form, omission",x,x,"age: younger speakers more likely to use -ene plurals; personality trait conscientiousness: the higher the score, the lower the predicted probability of using-ene plurals; personality trait extraversion: more extraverted speakers have higher odds of using-ene plurals",not analyzed,NA,not analyzed,NA,not mentioned,NA,dialect interviews from the SDATS project (“Swiss German Dialects Across Time and Space”),NA
LVC,35(1),2023,Lukyanenko & Miller,Agreeing when to disagree: A corpus analysis of variable agreement in caregiver and child English,https://doi.org/10.1017/S0954394523000054,variable agreement in sentences with plural subjects,child and child-directed US English,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,35(2),2023,"Grondelaers, van Hout, van Halteren, & Veerbeek",Why do we say them when we know it should be they? Twitter as a resource for investigating nonstandard syntactic variation in The Netherlands,https://doi.org/10.1017/S0954394523000121,subject use of the object pronoun hun ‘them’,Netherlandic Dutch,Dutch,form,x,x,Gender: women more likely to use subject-hun than men,not analyzed,NA,not analyzed,NA,x,"hun use has covert/dynamic prestige, second-order indexical link with ""urban cool"" dynamic prestige",Twitter,NA
LVC,35(3),2023,Dion,A question of change: Putting five complementary measures to the test with French polar interrogatives,https://doi.org/10.1017/S0954394523000170,polar interrogatives,Québec French,French,"omission, order",x,x,"Age: pronominal inversion receding in vous questions for younger cohorts, replaced by intonational contour. Pronominal inversion in tu questions receded among 25-34 20th c. cohort, replaced by VERB-TU. Intonational contour increased to detriment of VERB-TU among youngest (21st c.) cohort.",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,35(3),2023,Tagliamonte & Jankowski,Subject dislocation in Ontario English: Insights from sociolinguistic typology,https://doi.org/10.1017/S0954394523000236,subject dislocation,Ontario English,English,omission,x,x,Community: SD used more often in Kapuskasing than in Parry Sound. Age Group: SD used less by youngest cohort (vs oldest cohort). Occupation:  SD used less by White collar workers and students (vs blue collar workers). Age Group*Community: Youngest Kapuskasing cohort use SD more than oldest Parry Sound cohort. ,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,35(3),2023,Travis & Torres Cacoullos,Form and function covariation: Obligation modals in Australian English,https://doi.org/10.1017/S0954394523000200,obligation modals,Australian English,English,form,x,x,Social class: (have) got to favored by Working Class speakers over have to. Gender: (have) got to favored by men over have to. Socal class * Gender: Middle Class men favor need to (over should) significantly more than Lower Middle or Working Class men. No social conditioning of need to vs have to. ,not analyzed,NA,not analyzed,NA,not mentioned,NA,spontaneous speech,NA
JSlx,1(1),1997,"Wolfram, Hazen, & Tamburro",Isolation within isolation: A solitary century of African-American Vernacular English,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1467-9481.00002,copula absence,Ocracoke African-American Vernacular English,English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,study of a sociolinguistically interesting speaker; no social factors examined
JSlx,1(1),1997,"Wolfram, Hazen, & Tamburro",Isolation within isolation: A solitary century of African-American Vernacular English,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1467-9481.00002,subject-verb concord of non-be verbs,Ocracoke African-American Vernacular English,English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,study of a sociolinguistically interesting speaker; no social factors examined
JSlx,1(1),1997,"Wolfram, Hazen, & Tamburro",Isolation within isolation: A solitary century of African-American Vernacular English,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1467-9481.00002,was/were leveling,Ocracoke African-American Vernacular English,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,study of a sociolinguistically interesting speaker; no social factors examined
JSlx,1(1),1997,"Wolfram, Hazen, & Tamburro",Isolation within isolation: A solitary century of African-American Vernacular English,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1467-9481.00002,plural absence,Ocracoke African-American Vernacular English,English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,study of a sociolinguistically interesting speaker; no social factors examined
JSlx,1(2),1997,Marriott,Dialect and dialectic in a British War Film,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1467-9481.00011,nonstandard subject-verb concord,British English,English,form,x,not analyzed,NA,not analyzed,NA,x,used to portray speakers as working class in a movie,not mentioned,NA,film,no variationist analysis; just a mention of the feature
JSlx,1(2),1997,Marriott,Dialect and dialectic in a British War Film,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1467-9481.00011,multiple negation,British English,English,form,x,not analyzed,NA,not analyzed,NA,x,used to portray speakers as working class in a movie,not mentioned,NA,film,no variationist analysis; just a mention of the feature
JSlx,1(2),1997,Marriott,Dialect and dialectic in a British War Film,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1467-9481.00011,levelled past tense forms,British English,English,form,x,not analyzed,NA,not analyzed,NA,x,used to portray speakers as working class in a movie,not mentioned,NA,film,no variationist analysis; just a mention of the feature (no example)
JSlx,1(2),1997,Marriott,Dialect and dialectic in a British War Film,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1467-9481.00011,me and them as determiners,British English,English,form,x,not analyzed,NA,not analyzed,NA,x,used to portray speakers as working class in a movie,not mentioned,NA,film,no variationist analysis; just a mention of the feature (no example)
